Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color,Range (KM),Charging Time (Min),Efficiency (kWh/100km),CO2 Saved (Tons),Avg Customer Rating,Warranty (Years),Number of Recalls,Software Version,Autopilot Enabled,Total Miles Driven,Update Frequency (Per Year),Battery Replacement Rate,Service Visits (Per Year),Resale Value (%)
2022,Q3,North America,Model S,4556,85175.23,19,Long Range,AWD,Red,595,38,24.62,5353.36,4.99,4,1,2023.7,False,2607438,3,0.0274,0.97,60.7
2021,Q3,Asia,Model X,1326,95698.09,8,Long Range,RWD,White,668,75,16.07,995.21,4.26,4,2,2020.4,False,1799930,4,0.0416,1.13,83.23
2013,Q2,Europe,Semi,1604,113856.92,13,Standard,RWD,Blue,400,81,23.75,3692.39,3.66,4,1,2023.3,True,3626845,9,0.0745,1.74,75.35
2023,Q1,Europe,Semi,3084,96716.43,11,Performance,AWD,Red,410,34,14.25,5155.28,4.92,5,0,2024.8,True,1936634,5,0.0142,1.81,61.9
2020,Q1,South America,Cybertruck,3513,104864.38,1,Standard,AWD,Silver,428,65,19.77,6373.56,4.5,4,0,2022.4,True,2765882,12,0.0827,2.31,72.65
2020,Q2,Asia,Cybertruck,4646,35711.36,34,Performance,RWD,Blue,687,90,22.84,6370.94,3.55,8,3,2024.1,True,2444404,6,0.0477,1.05,87.84
2022,Q3,South America,Cybertruck,3175,58102.33,17,Standard,AWD,Green,591,31,23.57,5250.26,4.71,6,2,2021.3,False,4750840,11,0.0597,0.68,73.91
2020,Q2,Australia,Model 3,932,63548.74,39,Long Range,RWD,Silver,542,56,21.13,1808.86,3.66,4,1,2022.9,False,2955345,6,0.0392,1.34,77.0
2015,Q2,Australia,Model 3,1834,57149.08,43,Long Range,AWD,Silver,692,34,13.86,2655.45,4.97,8,3,2020.12,False,2666136,12,0.0482,1.25,80.02
2021,Q1,South America,Semi,2920,75000.52,3,Long Range,AWD,Blue,409,36,16.08,1542.81,3.76,5,2,2024.7,True,3262620,7,0.0569,2.21,65.21
2024,Q3,North America,Cybertruck,2514,59539.76,27,Standard,RWD,Silver,613,81,24.81,3941.05,4.55,8,0,2024.2,False,2484217,7,0.0496,1.13,72.08
2014,Q4,Europe,Model Y,4952,94337.34,0,Performance,AWD,Silver,647,72,18.72,11794.42,3.85,4,1,2023.6,True,4002002,9,0.0347,1.38,88.5
2015,Q2,Asia,Model S,4691,95083.62,29,Standard,RWD,White,522,80,13.36,8865.51,4.51,5,1,2021.5,True,848526,9,0.0753,2.45,74.6
2016,Q4,Europe,Model S,4154,118256.41,22,Standard,RWD,Red,424,55,23.73,8941.22,3.57,6,2,2021.7,True,1519548,5,0.0928,0.59,81.08
2024,Q3,Australia,Model Y,4263,93444.85,18,Long Range,AWD,Red,540,83,16.48,2289.31,4.55,4,3,2023.9,True,4041851,4,0.0459,1.99,61.39
2024,Q1,Asia,Cybertruck,3641,103894.26,28,Performance,RWD,Red,631,88,13.89,5483.95,4.8,8,0,2022.12,True,1723726,3,0.0631,1.55,82.2
2020,Q2,Australia,Model Y,1843,57958.12,50,Performance,RWD,Blue,469,53,18.36,1306.41,4.7,8,1,2022.5,False,2036847,9,0.0357,1.42,69.34
2023,Q4,Europe,Model Y,2213,114907.86,47,Long Range,AWD,Red,683,82,20.2,1220.95,3.61,5,1,2023.8,True,1316506,3,0.0398,1.04,83.93
2014,Q2,Australia,Model 3,4875,93090.02,28,Long Range,AWD,White,697,36,16.01,9269.8,4.88,8,0,2021.7,False,1732900,4,0.0319,1.63,86.46
2012,Q4,Europe,Model 3,4193,73900.63,20,Long Range,RWD,Green,606,48,13.45,2227.04,3.72,4,3,2024.12,False,3951297,8,0.0739,0.64,77.14
2023,Q4,Australia,Semi,3672,83645.86,52,Performance,AWD,Blue,625,73,24.24,4689.96,4.57,8,0,2024.8,True,237390,9,0.0693,1.96,75.35
2015,Q2,South America,Model S,157,44190.71,48,Standard,RWD,Black,493,30,19.09,138.45,4.41,5,3,2022.7,False,2498373,6,0.0934,1.32,86.55
2023,Q2,Europe,Semi,2744,36909.54,19,Performance,RWD,Blue,617,85,19.25,4997.25,4.25,4,2,2024.6,False,4119400,6,0.0263,0.56,76.0
2021,Q2,Europe,Model X,1859,91255.15,55,Standard,RWD,Black,495,42,21.11,3381.26,3.59,4,1,2023.3,False,1416276,10,0.0597,1.09,60.96
2023,Q4,South America,Model Y,2642,76794.17,33,Performance,RWD,Black,671,59,16.78,6286.3,3.76,5,0,2023.3,True,2764756,11,0.0712,1.77,61.43
2018,Q1,Europe,Model 3,1279,57871.36,41,Standard,AWD,Black,678,88,24.96,854.57,4.67,5,3,2024.1,True,3357648,10,0.0378,1.73,72.27
2014,Q2,South America,Model X,2725,66128.6,28,Performance,AWD,Black,353,32,21.27,5342.3,3.7,5,2,2022.11,True,1944968,2,0.0665,2.19,60.0
2017,Q3,Australia,Model S,2338,45301.55,12,Long Range,RWD,Red,545,47,24.72,2920.75,3.66,4,1,2021.3,False,1045317,5,0.0704,2.24,82.35
2021,Q3,North America,Model S,258,45807.53,11,Standard,AWD,Green,411,43,19.83,457.97,3.7,6,0,2022.3,False,2058356,7,0.0133,0.78,81.4
2024,Q1,Australia,Model S,479,93686.2,5,Performance,RWD,Black,699,39,24.57,239.56,4.42,6,1,2024.2,False,2170413,12,0.0391,0.74,79.58
2022,Q3,North America,Cybertruck,4727,74807.5,38,Performance,AWD,Blue,558,45,13.26,3366.62,4.72,4,0,2022.5,True,1056049,8,0.0722,2.5,62.35
2016,Q1,North America,Model X,4636,79354.53,52,Standard,RWD,White,690,52,17.57,3668.4,4.44,4,1,2021.12,False,1697746,8,0.079,0.79,80.69
2021,Q2,South America,Model Y,1121,66726.28,40,Performance,AWD,Red,676,50,17.54,1484.25,4.6,4,3,2023.2,True,3991617,11,0.038,1.04,60.57
2015,Q1,Asia,Cybertruck,3740,46101.04,51,Standard,AWD,Green,434,49,22.27,6233.14,4.71,8,1,2020.7,False,4697737,10,0.0525,1.6,73.11
2013,Q2,North America,Semi,1167,104634.83,9,Performance,RWD,White,373,47,13.17,1524.94,3.64,8,2,2022.11,True,941191,7,0.0817,2.0,63.9
2017,Q3,South America,Model S,196,69635.13,18,Long Range,AWD,Green,574,65,13.78,450.92,4.96,6,3,2022.10,False,906053,9,0.0231,0.75,72.01
2020,Q1,Asia,Model 3,1875,58002.53,22,Standard,AWD,Silver,502,82,15.5,3230.47,3.71,8,1,2021.2,True,1578920,2,0.0553,1.88,61.3
2017,Q4,Asia,Model X,4339,35828.97,12,Long Range,RWD,Red,524,64,22.69,5962.78,4.6,6,0,2024.8,False,2144266,11,0.0793,2.39,67.53
2016,Q3,South America,Semi,1197,99169.41,1,Performance,RWD,White,513,53,16.24,2041.1,3.77,5,0,2020.8,False,4996173,6,0.0913,2.32,65.51
2020,Q2,Europe,Cybertruck,4746,63479.62,32,Long Range,RWD,Black,574,90,24.54,10919.13,4.4,8,1,2020.5,False,2961189,2,0.0611,2.08,69.13
2019,Q4,Asia,Model S,3607,51765.11,35,Standard,AWD,Red,522,76,23.04,7278.96,4.02,5,0,2020.9,False,3297256,4,0.032,0.71,62.51
2018,Q3,Asia,Model Y,1874,110732.13,27,Standard,AWD,Red,698,48,22.85,3982.37,3.8,4,0,2022.7,False,206537,9,0.07,1.76,85.11
2024,Q3,Australia,Cybertruck,2390,107192.69,16,Long Range,RWD,Black,524,69,24.46,1890.69,4.26,8,1,2022.8,False,2298229,3,0.0691,0.75,84.58
2018,Q3,Australia,Semi,3271,98856.52,57,Long Range,RWD,White,356,55,15.55,4140.05,4.01,8,0,2023.2,True,567061,8,0.0613,1.32,77.12
2021,Q2,South America,Model 3,2349,110781.42,41,Long Range,AWD,Black,509,48,15.41,3996.14,3.76,6,0,2022.7,True,4519226,5,0.0999,1.7,68.53
2019,Q3,North America,Model Y,1817,53987.85,15,Long Range,AWD,Red,377,60,24.38,4335.74,4.22,4,2,2021.5,False,406559,5,0.0395,1.6,80.73
2013,Q4,Asia,Model X,4474,88353.06,40,Standard,RWD,Red,611,84,16.74,4934.97,4.68,8,3,2020.9,False,3890049,8,0.0375,2.1,60.77
2018,Q2,Europe,Model X,1117,80675.21,27,Long Range,AWD,Black,605,36,23.99,2720.91,3.71,8,1,2023.7,False,3751098,8,0.0511,2.5,61.68
2022,Q1,Australia,Model 3,4128,92851.34,48,Standard,AWD,Blue,541,75,18.36,2684.68,3.89,8,3,2022.12,False,1091563,8,0.033,2.3,64.73
2013,Q2,Europe,Model X,4818,94970.02,52,Long Range,RWD,Black,486,74,16.15,11900.32,4.18,6,1,2023.2,False,4506640,12,0.0166,1.66,87.15
2017,Q4,South America,Model S,4653,55761.83,33,Performance,AWD,Blue,356,44,20.58,9294.13,4.03,8,3,2020.6,True,2184116,12,0.0984,1.84,75.98
2017,Q1,South America,Cybertruck,1682,81162.5,24,Standard,RWD,Silver,556,74,15.19,4185.94,4.32,6,3,2024.2,True,459967,5,0.0112,1.59,87.31
2019,Q3,South America,Model Y,1794,82200.77,41,Standard,RWD,Red,501,79,16.22,4240.13,3.61,8,0,2021.1,False,1785781,7,0.0356,1.2,77.2
2018,Q1,North America,Model X,4268,101845.78,32,Performance,AWD,White,684,60,23.74,10631.4,4.52,8,2,2024.12,False,548676,4,0.037,1.68,75.05
2013,Q2,South America,Cybertruck,4951,99452.94,29,Performance,AWD,White,692,48,22.08,10681.09,4.53,6,0,2022.12,False,1796557,12,0.0156,0.75,82.4
2017,Q2,Australia,Model S,2321,94511.83,50,Performance,RWD,Green,615,40,22.96,2867.66,4.46,8,1,2023.4,True,3109117,3,0.0224,2.33,72.34
2019,Q4,Europe,Model S,3823,55599.76,48,Standard,RWD,Blue,632,70,16.0,6278.21,4.45,8,0,2020.2,False,384228,5,0.0343,0.74,85.46
2014,Q2,Europe,Semi,2685,69434.99,7,Standard,RWD,Black,472,53,24.5,1817.4,4.69,4,2,2023.5,True,677646,5,0.0676,1.35,71.4
2014,Q4,Europe,Semi,4237,73168.89,9,Long Range,RWD,Blue,508,81,21.25,9581.69,3.85,4,0,2023.7,True,4106617,2,0.0114,2.42,77.31
2012,Q4,Australia,Model X,2211,54365.12,58,Long Range,AWD,White,536,90,20.86,3284.68,3.61,4,2,2023.4,True,3365845,2,0.0467,2.42,60.52
2023,Q1,Europe,Semi,1390,53109.43,11,Standard,AWD,Black,554,61,14.91,2095.41,4.16,4,0,2023.10,True,1758649,7,0.0126,1.95,68.15
2014,Q1,Australia,Model 3,4208,96122.87,21,Performance,AWD,White,419,48,23.71,6770.49,4.72,4,0,2023.9,True,1442162,3,0.0832,2.25,83.69
2022,Q4,Australia,Cybertruck,2885,79888.14,14,Standard,RWD,Blue,543,89,24.11,4226.37,4.9,8,1,2024.4,True,320883,9,0.0288,0.53,87.02
2019,Q4,Asia,Model Y,2251,54737.66,42,Long Range,AWD,Silver,615,84,15.0,4152.54,3.55,6,2,2022.5,True,4780890,5,0.0431,1.52,88.51
2022,Q3,Europe,Model S,434,84419.66,14,Performance,AWD,White,494,73,22.43,947.82,4.39,6,1,2020.2,False,515508,10,0.0126,1.93,71.03
2023,Q2,South America,Model 3,4882,81959.11,23,Long Range,RWD,Blue,354,31,23.34,9316.92,3.77,4,1,2024.7,False,2546841,10,0.089,1.67,87.78
2022,Q2,Europe,Cybertruck,117,112769.92,23,Standard,RWD,Black,478,58,22.48,206.04,4.9,8,3,2024.1,False,3825030,12,0.0699,2.47,61.85
2022,Q3,Asia,Model X,1124,84788.27,23,Performance,AWD,White,647,36,16.44,576.96,4.17,6,1,2020.11,True,920114,2,0.0412,2.28,71.67
2020,Q4,South America,Semi,2155,103243.85,4,Performance,RWD,Red,546,50,21.8,1347.04,3.66,8,3,2022.11,True,350898,7,0.0461,0.89,63.89
2014,Q3,Australia,Model 3,311,50320.03,49,Long Range,RWD,Silver,562,51,23.17,364.0,4.33,8,3,2023.4,False,335888,5,0.0929,2.23,63.34
2022,Q2,Asia,Model X,4651,71507.35,22,Long Range,RWD,Silver,645,62,23.29,5101.33,3.9,4,2,2020.10,False,4400806,5,0.0721,1.46,72.57
2014,Q1,South America,Model 3,1847,76222.55,1,Long Range,RWD,Red,434,42,15.71,3166.14,3.53,8,1,2021.8,True,1181259,6,0.0271,2.32,74.68
2017,Q1,North America,Model Y,1147,64234.34,24,Performance,RWD,Red,607,53,13.85,1189.22,4.86,8,3,2023.2,False,1799195,3,0.0719,1.73,65.95
2012,Q4,Europe,Semi,3856,78472.75,25,Standard,AWD,Silver,643,34,19.79,6235.54,4.53,6,2,2020.3,False,481236,12,0.0562,2.31,69.99
2020,Q4,Asia,Semi,1789,66849.76,19,Standard,RWD,Silver,498,40,23.17,1966.27,4.64,6,1,2024.8,False,4022776,12,0.0405,1.4,66.83
2020,Q4,Australia,Cybertruck,4285,41476.24,21,Performance,AWD,Silver,416,73,16.68,2889.22,4.79,5,1,2023.4,True,1552900,8,0.0693,2.18,75.61
2021,Q3,Asia,Model X,4654,83497.52,3,Standard,AWD,Silver,501,38,22.55,4501.68,4.42,4,1,2020.6,False,4351702,8,0.0835,1.01,68.28
2020,Q2,South America,Model Y,699,103481.46,0,Long Range,AWD,Green,611,58,13.33,517.55,3.57,5,2,2023.6,True,651020,12,0.0698,0.75,64.54
2018,Q2,Asia,Model X,1843,74194.37,51,Standard,AWD,Green,369,57,18.02,2212.8,4.05,8,3,2023.1,True,3794195,2,0.0496,0.63,61.53
2017,Q3,Australia,Model X,1963,112222.24,56,Performance,AWD,White,581,65,16.06,1789.74,3.64,4,3,2020.11,False,3484575,11,0.0196,0.63,81.58
2020,Q1,South America,Cybertruck,4045,103146.23,58,Performance,AWD,White,631,67,22.46,6297.93,4.85,5,1,2024.4,False,4448212,6,0.0151,1.8,62.03
2017,Q4,North America,Model X,3345,118874.7,56,Standard,AWD,Red,375,83,13.22,7718.68,4.56,4,2,2020.7,False,3734904,10,0.0405,1.68,84.3
2015,Q4,North America,Cybertruck,3465,119503.48,56,Standard,RWD,Blue,455,67,13.99,2714.69,4.79,6,1,2021.8,True,3842378,12,0.0481,2.3,63.32
2016,Q4,North America,Model S,1242,68470.54,1,Performance,RWD,Blue,430,69,14.55,1584.06,3.74,5,3,2021.1,True,2047034,6,0.0227,0.7,81.46
2019,Q4,Europe,Model S,1256,94912.49,32,Long Range,AWD,Silver,406,35,19.61,1135.76,4.38,6,1,2022.10,True,1709426,7,0.0934,0.87,72.85
2019,Q3,Australia,Cybertruck,4336,108241.1,33,Standard,RWD,White,700,69,23.72,7439.17,4.25,4,1,2021.10,True,4223657,4,0.0278,0.76,75.56
2022,Q2,South America,Model 3,3797,62169.25,5,Standard,RWD,Red,540,89,16.83,8017.68,3.54,6,2,2023.6,False,1711952,4,0.0365,0.73,66.04
2021,Q1,Australia,Model S,1345,96607.97,19,Performance,AWD,White,695,36,13.15,1936.07,3.65,8,3,2023.6,True,3310280,2,0.01,2.17,88.55
2024,Q3,Asia,Model Y,2359,46873.84,55,Long Range,AWD,Blue,459,59,15.49,5438.71,4.77,6,1,2023.3,False,2719929,6,0.0612,1.45,88.51
2014,Q2,Australia,Cybertruck,2626,114534.62,18,Performance,AWD,Blue,655,40,24.09,1557.27,4.37,5,2,2024.6,True,2717060,2,0.0221,1.47,60.51
2021,Q3,Europe,Cybertruck,3917,36876.03,27,Performance,RWD,Red,389,43,24.88,5829.08,4.33,8,3,2024.3,False,1967521,9,0.0442,0.75,71.93
2012,Q3,South America,Semi,4963,89946.89,7,Performance,AWD,White,691,49,22.32,8527.62,4.98,6,0,2022.2,False,2391806,11,0.0111,2.02,67.28
2017,Q4,Europe,Model Y,137,110735.79,4,Standard,RWD,Red,379,79,20.19,201.52,3.66,6,1,2023.3,True,3969042,9,0.0996,1.02,76.74
2020,Q3,Australia,Cybertruck,3666,65898.45,13,Standard,AWD,White,498,50,24.33,7316.74,4.13,5,1,2024.9,True,4458256,10,0.0311,2.19,85.05
2012,Q1,South America,Model Y,2115,107118.56,54,Performance,RWD,Silver,420,79,19.63,4812.8,4.99,8,2,2023.2,False,1669593,12,0.0797,0.89,80.61
2017,Q3,Australia,Cybertruck,3382,105262.48,6,Long Range,RWD,Silver,479,36,21.92,3020.38,3.51,5,1,2021.1,False,2552029,8,0.026,1.34,72.85
2014,Q2,Australia,Model S,4901,88293.56,45,Standard,AWD,Black,607,74,21.01,11505.11,4.4,5,0,2021.7,False,1389076,10,0.0149,0.65,63.22
2014,Q2,Australia,Model X,4360,42237.05,50,Long Range,RWD,Black,647,71,20.75,5187.96,4.3,8,1,2023.9,True,1169080,5,0.0116,1.88,64.46
2017,Q2,Australia,Model S,383,40820.48,5,Performance,AWD,Black,475,88,13.2,354.24,4.29,4,0,2021.3,True,1242579,6,0.0663,1.99,82.73
2024,Q4,Asia,Model 3,829,40115.4,2,Long Range,RWD,White,441,88,23.36,1617.24,4.56,4,0,2020.10,False,1079354,7,0.0554,1.52,71.14
2013,Q1,North America,Model X,240,91451.56,19,Standard,AWD,Black,525,33,23.07,174.5,3.75,8,2,2020.9,True,3415843,9,0.0822,0.89,61.65
2019,Q2,South America,Model S,3644,87400.21,6,Long Range,AWD,Blue,405,68,14.12,3832.46,3.67,4,2,2023.12,True,4250832,7,0.0777,0.63,76.98
2020,Q2,Asia,Cybertruck,2011,63841.43,38,Standard,AWD,Blue,521,86,15.73,2682.78,3.78,8,0,2022.3,True,1718272,12,0.0749,1.45,60.41
2024,Q1,Australia,Cybertruck,1633,65264.29,26,Standard,RWD,White,367,70,24.23,3002.99,4.29,6,0,2020.9,False,3037961,9,0.0528,1.44,60.7
2019,Q3,Australia,Model Y,3600,112298.44,58,Long Range,AWD,Red,549,36,24.35,3852.43,4.67,4,1,2020.8,True,3026894,5,0.0606,1.56,85.78
2013,Q3,South America,Model Y,4443,36798.38,46,Long Range,RWD,Red,569,68,13.01,9521.3,3.98,6,3,2022.6,True,3780728,6,0.0968,0.7,68.97
2016,Q2,South America,Model X,2349,69910.91,38,Standard,RWD,Blue,439,56,22.26,3978.59,4.02,4,1,2024.4,True,2442928,11,0.068,2.4,69.57
2017,Q2,South America,Semi,1354,74282.82,30,Performance,RWD,Red,447,53,19.4,2314.74,4.74,8,0,2023.1,True,778581,5,0.0194,0.99,89.04
2024,Q4,South America,Model Y,602,103069.54,34,Long Range,RWD,Green,618,71,23.17,500.45,4.78,4,0,2023.8,True,2780578,10,0.0369,2.13,61.55
2022,Q1,Australia,Model 3,2762,37205.84,49,Long Range,RWD,Green,546,72,17.74,3227.56,4.87,4,3,2024.10,True,1631675,7,0.0767,1.97,85.85
2020,Q4,Europe,Model Y,4626,57382.79,28,Performance,AWD,White,408,67,13.32,11562.63,4.73,8,0,2023.8,True,1700889,9,0.0613,1.38,66.87
2021,Q1,Asia,Model 3,1644,99611.59,7,Performance,AWD,White,413,84,23.14,4053.02,3.92,4,2,2024.6,False,483876,4,0.0284,1.0,73.49
2024,Q3,Asia,Model Y,1035,107679.69,58,Long Range,RWD,Red,461,82,18.68,1187.09,4.61,4,0,2023.5,True,4383598,4,0.0493,0.79,61.66
2014,Q1,Europe,Semi,930,112378.72,51,Standard,RWD,Black,374,60,20.91,1729.03,4.14,8,2,2023.6,False,972240,10,0.049,1.7,89.66
2014,Q3,North America,Model S,3623,107207.3,29,Standard,RWD,White,613,58,22.63,6473.2,4.37,5,1,2020.11,False,1009234,3,0.0107,2.35,78.98
2013,Q4,South America,Model 3,691,119656.4,21,Long Range,AWD,Silver,380,67,21.26,1302.46,4.11,4,3,2023.6,True,4510927,10,0.0898,2.14,84.1
2018,Q1,Australia,Model S,3741,41576.56,60,Long Range,RWD,Green,378,87,18.41,5917.06,4.36,4,3,2024.3,False,2331698,2,0.0806,2.41,68.09
2022,Q3,Asia,Model 3,2299,40221.32,56,Performance,RWD,Green,510,67,20.13,1539.89,4.27,8,0,2023.6,False,3270128,12,0.0322,1.48,60.03
2015,Q1,South America,Model Y,4308,52160.34,3,Standard,RWD,Green,454,65,21.81,5538.53,4.83,5,3,2020.2,True,1208894,8,0.0831,1.67,75.75
2019,Q2,Europe,Model X,4736,113218.51,26,Standard,AWD,White,623,61,18.69,8818.01,3.57,5,0,2020.12,False,1204218,6,0.0427,0.66,63.7
2017,Q4,North America,Cybertruck,1191,100624.0,21,Standard,AWD,Blue,409,74,13.11,1858.23,4.11,8,2,2023.6,False,372652,6,0.0265,1.93,88.08
2013,Q1,Europe,Model Y,2237,84563.49,28,Standard,RWD,White,535,56,18.95,1448.13,4.74,5,2,2024.9,False,3728802,12,0.0903,0.65,70.55
2023,Q2,North America,Semi,2081,116414.76,4,Performance,AWD,Black,648,54,19.31,2046.63,4.39,4,1,2024.3,False,3732442,9,0.0752,0.86,60.49
2024,Q1,North America,Model 3,3047,37355.57,41,Performance,AWD,Black,558,56,19.23,6751.59,3.93,6,1,2023.9,True,3676806,9,0.0533,1.09,65.63
2016,Q3,Australia,Model S,4738,112167.9,60,Long Range,RWD,Silver,572,64,16.04,3859.8,4.18,8,0,2022.2,True,4658832,3,0.053,0.72,62.7
2021,Q3,Asia,Model X,1567,89926.67,35,Standard,RWD,Black,438,47,18.92,3613.52,3.97,6,2,2022.8,True,1485984,2,0.0133,0.96,88.86
2018,Q1,South America,Model S,3168,102308.39,11,Long Range,AWD,Black,666,70,20.2,5629.91,4.09,8,2,2021.3,True,4944706,3,0.0596,1.9,70.22
2021,Q1,Asia,Cybertruck,4387,60552.95,7,Performance,RWD,Silver,443,47,18.01,4786.6,4.87,4,0,2024.9,True,2048883,6,0.0461,0.59,60.54
2013,Q4,South America,Model 3,4472,102447.56,31,Standard,AWD,Red,552,45,18.98,2276.33,4.53,5,0,2024.6,True,4806108,4,0.0223,0.63,67.44
2012,Q3,Asia,Model Y,2390,86994.1,20,Performance,AWD,Red,593,52,24.69,5117.2,3.59,4,0,2023.6,False,306167,6,0.0633,0.98,73.5
2013,Q3,North America,Model 3,3914,115070.6,1,Standard,RWD,Black,449,86,19.25,6634.04,3.7,5,1,2024.2,True,2120017,10,0.0705,1.97,62.41
2020,Q4,Asia,Semi,420,39704.9,31,Long Range,AWD,Black,547,40,19.44,820.68,3.88,5,1,2023.7,True,1886377,7,0.0439,2.43,77.78
2016,Q2,Asia,Model Y,1460,107913.49,10,Long Range,RWD,Blue,426,62,23.37,2603.68,3.83,5,1,2023.1,True,1611830,4,0.0235,1.39,71.26
2019,Q3,South America,Model 3,2550,92951.56,42,Standard,RWD,Black,362,69,22.75,3861.81,4.81,4,0,2024.12,True,2524141,12,0.0228,0.72,85.49
2021,Q4,Europe,Model X,4985,76843.67,10,Standard,AWD,Black,365,78,20.44,8361.6,4.65,4,0,2024.3,True,3518425,9,0.0495,1.24,62.49
2017,Q3,Asia,Semi,4916,61492.87,17,Performance,RWD,Black,657,87,20.75,11517.36,4.23,8,1,2021.4,True,2228469,10,0.0292,1.47,70.59
2023,Q4,Europe,Model Y,4484,63923.39,14,Performance,AWD,Red,404,85,23.9,5734.05,3.82,5,3,2022.6,False,3272473,9,0.0919,2.18,61.05
2019,Q1,Australia,Model S,3012,87876.7,5,Performance,AWD,Black,465,44,17.39,2511.38,4.45,6,2,2020.2,True,2912100,10,0.0375,2.02,61.65
2023,Q2,Asia,Model S,689,111105.29,28,Standard,AWD,Red,688,70,20.86,526.81,3.62,8,1,2024.3,True,3707918,2,0.0966,1.29,71.82
2020,Q4,Australia,Model 3,56,98754.24,1,Performance,RWD,White,628,64,17.89,53.58,4.39,8,2,2023.9,True,4933239,4,0.0662,2.02,77.22
2013,Q1,North America,Model 3,4354,60941.41,41,Standard,AWD,White,357,82,19.82,3451.75,4.16,5,1,2024.12,False,2531699,10,0.077,0.88,80.62
2014,Q1,North America,Model 3,157,107038.57,53,Long Range,AWD,Black,437,45,20.21,377.13,4.87,4,0,2024.7,False,2692971,12,0.0788,2.46,70.17
2023,Q4,Asia,Semi,2115,113571.56,51,Long Range,AWD,Black,668,56,22.32,4979.2,4.39,5,3,2024.1,True,4521178,2,0.0103,1.41,65.97
2014,Q4,North America,Semi,155,105308.88,32,Performance,RWD,Green,447,88,19.76,139.88,4.98,8,1,2020.1,False,1883978,10,0.0566,1.79,78.01
2013,Q2,South America,Semi,116,61437.49,56,Performance,RWD,Black,607,86,23.0,91.6,4.61,4,3,2020.2,True,4227512,4,0.0771,2.18,78.71
2015,Q2,North America,Model 3,824,38333.31,23,Standard,AWD,Blue,374,84,21.95,1219.77,4.27,8,0,2022.11,True,381693,11,0.0494,2.21,73.74
2022,Q4,Australia,Semi,2024,43717.44,2,Standard,RWD,White,452,34,20.16,4485.67,4.86,6,1,2021.4,False,2843334,5,0.0248,0.66,86.66
2019,Q2,Asia,Model S,3997,115217.25,51,Standard,AWD,Black,415,79,18.5,9716.03,3.56,6,2,2022.9,True,797687,9,0.0941,2.06,88.37
2016,Q2,Australia,Model S,652,68849.98,27,Performance,RWD,Green,546,44,21.83,1534.16,3.8,5,1,2022.8,False,4673880,6,0.0578,1.31,77.99
2019,Q1,North America,Model 3,4255,87242.14,34,Standard,AWD,Black,641,50,22.88,6852.15,3.69,5,1,2022.9,False,1243204,5,0.0346,2.23,79.7
2015,Q3,Europe,Model 3,3472,60678.84,1,Standard,RWD,Green,490,90,22.6,3071.35,3.51,8,3,2022.8,False,3633146,2,0.0755,1.31,78.97
2014,Q3,North America,Model Y,2164,55238.36,11,Standard,AWD,Silver,509,45,24.94,3404.13,4.27,5,0,2021.12,True,3751305,11,0.0471,1.28,88.41
2012,Q2,Australia,Semi,4594,75414.66,47,Performance,RWD,Red,672,70,14.23,9894.47,4.14,8,0,2021.5,False,3251301,12,0.0986,1.15,80.72
2019,Q4,Australia,Model X,3554,82905.87,58,Long Range,RWD,Silver,696,87,20.66,2062.31,4.33,5,3,2023.12,False,3544271,11,0.0978,1.06,81.46
2014,Q3,Asia,Model X,3882,67218.94,18,Long Range,RWD,Green,635,40,13.49,2787.94,4.24,8,1,2022.3,True,2067397,9,0.0216,1.03,86.32
2012,Q3,Australia,Semi,3053,54320.18,56,Long Range,AWD,Red,685,61,20.63,7513.66,4.71,8,1,2023.8,False,4901101,10,0.0274,0.59,85.51
2014,Q1,Europe,Model S,2249,51224.1,3,Long Range,RWD,Silver,359,76,13.34,1538.62,4.87,6,1,2021.4,False,622855,11,0.0651,1.24,60.29
2024,Q4,Europe,Model Y,1055,82359.01,3,Long Range,AWD,Red,655,64,17.4,1109.23,4.31,8,3,2023.12,False,2372678,8,0.0226,1.72,80.51
2012,Q4,Asia,Model S,3318,64585.18,8,Long Range,RWD,White,593,83,15.36,1906.01,3.75,4,2,2020.6,True,2076190,10,0.0505,2.38,82.53
2019,Q1,North America,Model S,4698,80025.9,17,Long Range,AWD,Blue,676,68,15.46,5548.48,4.21,5,1,2024.11,True,1661859,5,0.0899,2.16,88.38
2015,Q2,Australia,Model S,3267,48138.66,13,Long Range,RWD,Red,416,70,22.64,5749.65,3.55,5,3,2021.7,False,4605349,2,0.0318,1.37,78.27
2019,Q4,North America,Model Y,165,57827.5,24,Performance,RWD,Red,372,51,17.02,332.8,4.61,6,1,2022.5,True,3361170,3,0.0428,0.59,83.71
2019,Q2,Australia,Semi,1466,46848.92,20,Long Range,RWD,Blue,505,86,22.34,2550.75,3.89,6,0,2024.11,True,3739514,8,0.0123,1.33,67.97
2021,Q1,Australia,Model S,3458,83088.73,7,Standard,AWD,Black,543,42,16.5,7219.15,3.76,4,2,2021.4,True,3340049,6,0.035,2.13,83.51
2013,Q4,Asia,Cybertruck,2289,70343.91,6,Long Range,AWD,Green,608,56,19.62,2645.42,4.9,4,2,2023.8,False,252801,12,0.0538,2.15,67.57
